#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Tcf7	Fzd9	2107629	2102740	10090.ENSMUSP00000084055	10090.ENSMUSP00000053551	0	0	0	0	0	0	0	0.628	0.628
Tcf7	Fzd1	2107629	2103611	10090.ENSMUSP00000084055	10090.ENSMUSP00000058629	0	0	0	0	0	0	0	0.627	0.627
Nkd1	Ppp2r1a	2098988	2093917	10090.ENSMUSP00000034086	10090.ENSMUSP00000007708	0	0	0	0	0	0.381	0.360	0.136	0.627
Apc	Wnt3	2106775	2093060	10090.ENSMUSP00000078337	10090.ENSMUSP00000000127	0	0	0	0	0	0.138	0.493	0.213	0.626
Jun	Dvl2	2102864	2094637	10090.ENSMUSP00000054270	10090.ENSMUSP00000019362	0	0	0	0	0	0.193	0.439	0.241	0.626
Fzd2	Tcf7	2108516	2107629	10090.ENSMUSP00000091463	10090.ENSMUSP00000084055	0	0	0	0	0	0	0	0.625	0.625
Wnt5b	Dnmt1	2112347	2093584	10090.ENSMUSP00000113188	10090.ENSMUSP00000004202	0	0	0	0	0	0	0	0.623	0.624
Cth	Mat2a	2112417	2107985	10090.ENSMUSP00000113672	10090.ENSMUSP00000087118	0	0	0	0	0.110	0.348	0	0.404	0.623
Tcf7	Wnt6	2107629	2093841	10090.ENSMUSP00000084055	10090.ENSMUSP00000006716	0	0	0	0	0	0.270	0	0.503	0.621
Axin1	Pygo1	2105990	2101082	10090.ENSMUSP00000073974	10090.ENSMUSP00000044368	0	0	0	0	0	0.255	0	0.513	0.621
Csnk2a1	Fosl1	2109556	2096435	10090.ENSMUSP00000096829	10090.ENSMUSP00000025850	0	0	0	0	0	0.073	0	0.607	0.620
Ctbp2	Myc	2113961	2095683	10090.ENSMUSP00000130294	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.563	0.167	0.620
Wnt7b	Cdh1	2111258	2093091	10090.ENSMUSP00000105051	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.616	0.616
Apc	Ppp2r5d	2106775	2093420	10090.ENSMUSP00000078337	10090.ENSMUSP00000002839	0	0	0	0	0	0.164	0.559	0	0.615
Nkd1	Ppp2ca	2098988	2094923	10090.ENSMUSP00000034086	10090.ENSMUSP00000020608	0	0	0	0	0	0.381	0.360	0.107	0.615
Wnt7b	Fgf4	2111258	2103297	10090.ENSMUSP00000105051	10090.ENSMUSP00000056752	0	0	0	0	0	0.065	0	0.602	0.613
Dvl1	Dkk1	2098025	2096415	10090.ENSMUSP00000030948	10090.ENSMUSP00000025803	0	0	0	0	0	0	0	0.612	0.612
Slc19a3	Slc46a1	2100596	2093194	10090.ENSMUSP00000041683	10090.ENSMUSP00000001126	0	0	0	0	0	0	0	0.610	0.610
Wnt3a	Cdh1	2094044	2093091	10090.ENSMUSP00000010044	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.608	0.609
Sfrp1	Gsk3b	2098938	2095854	10090.ENSMUSP00000033952	10090.ENSMUSP00000023507	0	0	0	0	0	0.196	0	0.532	0.607
Myc	Shmt1	2095683	2094559	10090.ENSMUSP00000022971	10090.ENSMUSP00000018744	0	0	0	0	0	0	0.559	0.145	0.606
Wnt9a	Frzb	2111153	2097203	10090.ENSMUSP00000104411	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.525	0.606
Tcf7	Wnt8a	2107629	2094132	10090.ENSMUSP00000084055	10090.ENSMUSP00000012426	0	0	0	0	0	0.270	0	0.483	0.606
Lrp6	Sfrp4	2098447	2093430	10090.ENSMUSP00000032322	10090.ENSMUSP00000002883	0	0	0	0	0	0.125	0	0.568	0.606
Dvl2	Wnt6	2094637	2093841	10090.ENSMUSP00000019362	10090.ENSMUSP00000006716	0	0	0	0	0	0.232	0	0.507	0.605
Dvl1	Frzb	2098025	2097203	10090.ENSMUSP00000030948	10090.ENSMUSP00000028389	0	0	0	0	0	0.270	0	0.481	0.605
Ctbp2	Ccnd1	2113961	2108527	10090.ENSMUSP00000130294	10090.ENSMUSP00000091495	0	0	0	0	0	0	0.563	0.132	0.604
Sfrp1	Ctnnb1	2098938	2093883	10090.ENSMUSP00000033952	10090.ENSMUSP00000007130	0	0	0	0	0	0.119	0	0.569	0.604
Apc	Dnmt1	2106775	2093584	10090.ENSMUSP00000078337	10090.ENSMUSP00000004202	0	0	0	0	0	0.565	0	0.128	0.604
Mapk8	Fzd2	2111593	2108516	10090.ENSMUSP00000107576	10090.ENSMUSP00000091463	0	0	0	0	0	0.127	0.419	0.281	0.603
Wnt4	Frzb	2099636	2097203	10090.ENSMUSP00000036580	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.521	0.602
Frzb	Cdh1	2097203	2093091	10090.ENSMUSP00000028389	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.601	0.601
Mthfd1l	Tyms	2099574	2096725	10090.ENSMUSP00000036178	10090.ENSMUSP00000026846	0.128	0	0	0	0.160	0	0	0.499	0.601
Csnk1a1	Ppp2ca	2113706	2094923	10090.ENSMUSP00000128871	10090.ENSMUSP00000020608	0	0	0	0	0.202	0.270	0	0.369	0.600
Wnt8b	Ctnnb1	2100807	2093883	10090.ENSMUSP00000042867	10090.ENSMUSP00000007130	0	0	0	0	0	0.164	0	0.541	0.600
Ccnd1	Senp2	2108527	2095872	10090.ENSMUSP00000091495	10090.ENSMUSP00000023561	0	0	0	0	0	0	0	0.599	0.599
Ahcyl2	Mthfr	2112079	2105247	10090.ENSMUSP00000110897	10090.ENSMUSP00000069774	0.454	0	0	0	0.142	0	0	0.212	0.598
Fzd6	Wif1	2095664	2094864	10090.ENSMUSP00000022906	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.467	0.276	0.598
Mthfr	Ahcyl1	2105247	2097534	10090.ENSMUSP00000069774	10090.ENSMUSP00000029490	0.454	0	0	0	0.142	0	0	0.212	0.598
Dmgdh	Ftcd	2100232	2093205	10090.ENSMUSP00000039663	10090.ENSMUSP00000001183	0.069	0	0	0	0.388	0	0	0.351	0.597
Wnt5a	Nkd1	2104589	2098988	10090.ENSMUSP00000064878	10090.ENSMUSP00000034086	0	0	0	0	0	0.247	0	0.485	0.596
Csnk2a1	Cdh1	2109556	2093091	10090.ENSMUSP00000096829	10090.ENSMUSP00000000312	0	0	0	0	0	0.574	0	0.085	0.594
Mtrr	Tyms	2100260	2096725	10090.ENSMUSP00000039810	10090.ENSMUSP00000026846	0	0	0	0	0	0	0	0.594	0.594
Sfrp1	Lrp5	2098938	2096438	10090.ENSMUSP00000033952	10090.ENSMUSP00000025856	0	0	0	0	0	0	0	0.594	0.594
Jun	Nkd1	2102864	2098988	10090.ENSMUSP00000054270	10090.ENSMUSP00000034086	0	0	0	0	0	0	0.559	0.119	0.594
Fos	Cdh1	2095256	2093091	10090.ENSMUSP00000021674	10090.ENSMUSP00000000312	0	0	0	0	0	0.164	0	0.535	0.594
Mapk8	Fzd1	2111593	2103611	10090.ENSMUSP00000107576	10090.ENSMUSP00000058629	0	0	0	0	0	0.127	0.419	0.264	0.594
Gart	Hspa8	2095908	2094310	10090.ENSMUSP00000023684	10090.ENSMUSP00000015800	0.074	0	0	0	0	0.160	0	0.518	0.593
Shmt1	Ctnnb1	2094559	2093883	10090.ENSMUSP00000018744	10090.ENSMUSP00000007130	0.454	0	0	0	0.220	0	0	0.117	0.591
Frzb	Wnt3	2097203	2093060	10090.ENSMUSP00000028389	10090.ENSMUSP00000000127	0	0	0	0	0	0.204	0	0.508	0.591
Wnt2b	Frzb	2097506	2097203	10090.ENSMUSP00000029429	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.507	0.591
Gcsh	Mthfd1l	2099753	2099574	10090.ENSMUSP00000037131	10090.ENSMUSP00000036178	0.216	0	0	0	0.070	0	0	0.484	0.590
Tle2	Ccnd2	2112862	2093069	10090.ENSMUSP00000121125	10090.ENSMUSP00000000188	0	0	0	0	0	0	0.463	0.268	0.590
Tcf7	Ccnd2	2107629	2093069	10090.ENSMUSP00000084055	10090.ENSMUSP00000000188	0	0	0	0	0	0.112	0.429	0.254	0.589
Sox17	Ctnnb1	2096773	2093883	10090.ENSMUSP00000027035	10090.ENSMUSP00000007130	0	0	0	0	0	0.166	0	0.528	0.589
Gcsh	Mthfd2	2099753	2093734	10090.ENSMUSP00000037131	10090.ENSMUSP00000005810	0.122	0	0	0	0.098	0	0	0.521	0.588
Tcf7	Fzd5	2107629	2104983	10090.ENSMUSP00000084055	10090.ENSMUSP00000067783	0	0	0	0	0	0	0	0.587	0.587
Fzd3	Tcf7	2112550	2107629	10090.ENSMUSP00000115325	10090.ENSMUSP00000084055	0	0	0	0	0	0	0	0.587	0.587
Mtr	Bhmt	2109768	2109573	10090.ENSMUSP00000097442	10090.ENSMUSP00000096912	0.454	0	0	0.631	0	0	0	0.676	0.587
Mtr	Apc	2109768	2106775	10090.ENSMUSP00000097442	10090.ENSMUSP00000078337	0	0	0	0	0	0.565	0	0.090	0.587
Sox17	Dnmt1	2096773	2093584	10090.ENSMUSP00000027035	10090.ENSMUSP00000004202	0	0	0	0	0	0.539	0	0.139	0.586
Tcf7	Fzd6	2107629	2095664	10090.ENSMUSP00000084055	10090.ENSMUSP00000022906	0	0	0	0	0	0	0	0.586	0.586
Shmt2	Ctnnb1	2096621	2093883	10090.ENSMUSP00000026470	10090.ENSMUSP00000007130	0.454	0	0	0	0.220	0	0	0.105	0.585
Ccnd2	Wnt3	2093069	2093060	10090.ENSMUSP00000000188	10090.ENSMUSP00000000127	0	0	0	0	0	0	0	0.585	0.585
Gsk3b	Ppp2r5d	2095854	2093420	10090.ENSMUSP00000023507	10090.ENSMUSP00000002839	0	0	0	0	0	0.165	0.391	0.251	0.585
Mapk8	Fzd7	2111593	2100625	10090.ENSMUSP00000107576	10090.ENSMUSP00000041825	0	0	0	0	0	0.127	0.419	0.245	0.584
Nkd1	Ppp2r5d	2098988	2093420	10090.ENSMUSP00000034086	10090.ENSMUSP00000002839	0	0	0	0	0	0	0.559	0.092	0.582
Cth	Ahcy	2112417	2104120	10090.ENSMUSP00000113672	10090.ENSMUSP00000061851	0	0	0	0	0.324	0	0	0.406	0.581
Apc	Fzd5	2106775	2104983	10090.ENSMUSP00000078337	10090.ENSMUSP00000067783	0	0	0	0	0	0	0.494	0.207	0.581
Apc	Fzd8	2106775	2100231	10090.ENSMUSP00000078337	10090.ENSMUSP00000039660	0	0	0	0	0	0	0.494	0.207	0.581
Dvl2	Ppp2r5d	2094637	2093420	10090.ENSMUSP00000019362	10090.ENSMUSP00000002839	0	0	0	0	0.110	0	0.527	0.083	0.580
Mat2a	Shmt2	2107985	2096621	10090.ENSMUSP00000087118	10090.ENSMUSP00000026470	0	0	0	0	0.145	0	0	0.529	0.580
Wnt5a	Cdh1	2104589	2093091	10090.ENSMUSP00000064878	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.580	0.580
Ctbp2	Nlk	2113961	2112758	10090.ENSMUSP00000130294	10090.ENSMUSP00000119345	0	0	0	0	0	0	0.563	0.075	0.578
Ccnd1	Apc	2108527	2106775	10090.ENSMUSP00000091495	10090.ENSMUSP00000078337	0	0	0	0	0	0.565	0	0.069	0.578
Dvl1	Wnt6	2098025	2093841	10090.ENSMUSP00000030948	10090.ENSMUSP00000006716	0	0	0	0	0	0.232	0	0.473	0.578
Mat2a	Mthfd1	2107985	2095182	10090.ENSMUSP00000087118	10090.ENSMUSP00000021443	0	0	0	0	0.128	0.108	0	0.499	0.577
Frzb	Wif1	2097203	2094864	10090.ENSMUSP00000028389	10090.ENSMUSP00000020439	0	0	0	0	0	0	0	0.576	0.576
Wnt9a	Dkk1	2111153	2096415	10090.ENSMUSP00000104411	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.310	0.411	0.576
Nkd1	Fos	2098988	2095256	10090.ENSMUSP00000034086	10090.ENSMUSP00000021674	0	0	0	0	0	0	0.559	0.074	0.574
Wnt4	Myc	2099636	2095683	10090.ENSMUSP00000036580	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.389	0.331	0.573
Tle2	Ccnd3	2112862	2100390	10090.ENSMUSP00000121125	10090.ENSMUSP00000040488	0	0	0	0	0	0	0.463	0.236	0.572
Axin1	Wnt6	2105990	2093841	10090.ENSMUSP00000073974	10090.ENSMUSP00000006716	0	0	0	0	0	0.108	0	0.539	0.572
Fzd8	Fzd6	2100231	2095664	10090.ENSMUSP00000039660	10090.ENSMUSP00000022906	0	0	0	0.818	0	0	0.494	0.849	0.571
Tcf7	Sfrp4	2107629	2093430	10090.ENSMUSP00000084055	10090.ENSMUSP00000002883	0	0	0	0	0	0	0	0.570	0.571
Bok	Ppp2ca	2096923	2094923	10090.ENSMUSP00000027499	10090.ENSMUSP00000020608	0	0	0	0	0	0.085	0	0.549	0.570
Ccnd3	Wnt3a	2100390	2094044	10090.ENSMUSP00000040488	10090.ENSMUSP00000010044	0	0	0	0	0	0	0	0.570	0.570
Axin1	Wif1	2105990	2094864	10090.ENSMUSP00000073974	10090.ENSMUSP00000020439	0	0	0	0	0	0	0	0.570	0.570
Gart	Ctnnb1	2095908	2093883	10090.ENSMUSP00000023684	10090.ENSMUSP00000007130	0.225	0	0	0	0.281	0	0	0.288	0.569
Dvl1	Sfrp4	2098025	2093430	10090.ENSMUSP00000030948	10090.ENSMUSP00000002883	0	0	0	0	0	0.270	0	0.432	0.568
Tyms	Gart	2096725	2095908	10090.ENSMUSP00000026846	10090.ENSMUSP00000023684	0.069	0	0	0	0	0	0	0.555	0.568
Tcf7	Wnt10a	2107629	2093842	10090.ENSMUSP00000084055	10090.ENSMUSP00000006718	0	0	0	0	0	0.270	0	0.429	0.566
Tcf7	Ccnd3	2107629	2100390	10090.ENSMUSP00000084055	10090.ENSMUSP00000040488	0	0	0	0	0	0.112	0.429	0.211	0.565
Axin1	Jun	2105990	2102864	10090.ENSMUSP00000073974	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.565	0.565
Jun	Gart	2102864	2095908	10090.ENSMUSP00000054270	10090.ENSMUSP00000023684	0	0	0	0	0	0	0	0.565	0.565
Fpgs	Shmt2	2097116	2096621	10090.ENSMUSP00000028148	10090.ENSMUSP00000026470	0	0	0	0	0.231	0.249	0	0.307	0.564
Tle2	Ccnd1	2112862	2108527	10090.ENSMUSP00000121125	10090.ENSMUSP00000091495	0	0	0	0	0	0	0.463	0.222	0.564
Ccnd1	Axin1	2108527	2105990	10090.ENSMUSP00000091495	10090.ENSMUSP00000073974	0	0	0	0	0	0	0	0.563	0.563
Kremen1	Wnt3a	2094939	2094044	10090.ENSMUSP00000020662	10090.ENSMUSP00000010044	0	0	0	0	0	0	0	0.562	0.562
Csnk2a1	Apc	2109556	2106775	10090.ENSMUSP00000096829	10090.ENSMUSP00000078337	0	0	0	0	0	0.531	0	0.106	0.562
Apc	Wnt1	2106775	2095926	10090.ENSMUSP00000078337	10090.ENSMUSP00000023734	0	0	0	0	0	0.138	0.311	0.322	0.562
Jun	Celf1	2102864	2093719	10090.ENSMUSP00000054270	10090.ENSMUSP00000005643	0	0	0	0	0	0	0	0.561	0.561
T	Wnt5a	2106026	2104589	10090.ENSMUSP00000074236	10090.ENSMUSP00000064878	0	0	0	0	0	0.165	0	0.496	0.561
Ctnnb1	Cdk4	2093883	2093868	10090.ENSMUSP00000007130	10090.ENSMUSP00000006911	0	0	0	0	0	0.299	0	0.399	0.560
Myc	Wnt3	2095683	2093060	10090.ENSMUSP00000022971	10090.ENSMUSP00000000127	0	0	0	0	0	0	0.389	0.309	0.559
Tcf7	Fzd7	2107629	2100625	10090.ENSMUSP00000084055	10090.ENSMUSP00000041825	0	0	0	0	0	0	0	0.559	0.559
Wnt5a	Fgf4	2104589	2103297	10090.ENSMUSP00000064878	10090.ENSMUSP00000056752	0	0	0	0	0	0.065	0	0.548	0.559
Tcf7	Fzd4	2107629	2102112	10090.ENSMUSP00000084055	10090.ENSMUSP00000049852	0	0	0	0	0	0	0	0.559	0.559
T	Wnt1	2106026	2095926	10090.ENSMUSP00000074236	10090.ENSMUSP00000023734	0	0	0	0	0	0.108	0	0.525	0.558
Wnt5b	Myc	2112347	2095683	10090.ENSMUSP00000113188	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.493	0.165	0.558
Mars	Ahcy	2114016	2104120	10090.ENSMUSP00000130666	10090.ENSMUSP00000061851	0.069	0	0	0	0.443	0	0	0.213	0.556
Bhmt	Mtrr	2109573	2100260	10090.ENSMUSP00000096912	10090.ENSMUSP00000039810	0	0	0	0	0	0	0	0.556	0.556
Ctbp2	Ccnd2	2113961	2093069	10090.ENSMUSP00000130294	10090.ENSMUSP00000000188	0	0	0	0	0	0	0.490	0.165	0.556
Tle2	Nlk	2112862	2112758	10090.ENSMUSP00000121125	10090.ENSMUSP00000119345	0	0	0	0	0	0.098	0.492	0.108	0.555
Slc19a1	Tcn2	2110682	2094957	10090.ENSMUSP00000101050	10090.ENSMUSP00000020710	0	0	0	0	0	0	0	0.555	0.555
Shmt2	Myc	2096621	2095683	10090.ENSMUSP00000026470	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.493	0.157	0.554
Fgf4	Sox17	2103297	2096773	10090.ENSMUSP00000056752	10090.ENSMUSP00000027035	0	0	0	0	0	0	0	0.554	0.554
Myc	Folh1	2095683	2093293	10090.ENSMUSP00000022971	10090.ENSMUSP00000001824	0	0	0	0	0	0	0.397	0.292	0.554
Mapk8	Wnt3a	2111593	2094044	10090.ENSMUSP00000107576	10090.ENSMUSP00000010044	0	0	0	0	0	0	0	0.554	0.554
Tyms	Cdk4	2096725	2093868	10090.ENSMUSP00000026846	10090.ENSMUSP00000006911	0	0	0	0	0.296	0	0	0.393	0.554
Ahcy	Shmt1	2104120	2094559	10090.ENSMUSP00000061851	10090.ENSMUSP00000018744	0	0	0	0	0.388	0	0	0.300	0.554
Ccnd3	Wnt3	2100390	2093060	10090.ENSMUSP00000040488	10090.ENSMUSP00000000127	0	0	0	0	0	0	0	0.553	0.553
Tcf7	Apc	2107629	2106775	10090.ENSMUSP00000084055	10090.ENSMUSP00000078337	0	0	0	0	0	0.166	0	0.485	0.552
Sfrp2	Lrp5	2097579	2096438	10090.ENSMUSP00000029625	10090.ENSMUSP00000025856	0	0	0	0	0	0	0	0.552	0.552
Lrp5	Sfrp4	2096438	2093430	10090.ENSMUSP00000025856	10090.ENSMUSP00000002883	0	0	0	0	0	0	0	0.551	0.551
Sox17	Wnt3a	2096773	2094044	10090.ENSMUSP00000027035	10090.ENSMUSP00000010044	0	0	0	0	0	0	0	0.551	0.551
Lrp5	Ctnnb1	2096438	2093883	10090.ENSMUSP00000025856	10090.ENSMUSP00000007130	0	0	0	0	0	0	0	0.551	0.551
Lrp6	Frzb	2098447	2097203	10090.ENSMUSP00000032322	10090.ENSMUSP00000028389	0	0	0	0	0	0.125	0	0.506	0.549
Fzd3	Fzd8	2112550	2100231	10090.ENSMUSP00000115325	10090.ENSMUSP00000039660	0	0	0	0.774	0	0	0.452	0.788	0.548
Bhmt	Shmt1	2109573	2094559	10090.ENSMUSP00000096912	10090.ENSMUSP00000018744	0	0	0	0	0	0	0	0.543	0.544
Myc	Dnmt1	2095683	2093584	10090.ENSMUSP00000022971	10090.ENSMUSP00000004202	0	0	0	0	0.131	0	0	0.497	0.544
Sfrp1	Ccnd2	2098938	2093069	10090.ENSMUSP00000033952	10090.ENSMUSP00000000188	0	0	0	0	0	0	0	0.543	0.544
Wnt3a	Ccnd2	2094044	2093069	10090.ENSMUSP00000010044	10090.ENSMUSP00000000188	0	0	0	0	0	0	0	0.544	0.544
Axin1	Sfrp2	2105990	2097579	10090.ENSMUSP00000073974	10090.ENSMUSP00000029625	0	0	0	0	0	0	0	0.544	0.544
Dvl1	Wnt10a	2098025	2093842	10090.ENSMUSP00000030948	10090.ENSMUSP00000006718	0	0	0	0	0	0.232	0	0.430	0.543
Mtr	Tyms	2109768	2096725	10090.ENSMUSP00000097442	10090.ENSMUSP00000026846	0	0	0	0	0	0	0	0.543	0.543
Folr1	Slc46a1	2093301	2093194	10090.ENSMUSP00000001882	10090.ENSMUSP00000001126	0	0	0	0	0	0	0	0.540	0.540
Myc	Dvl2	2095683	2094637	10090.ENSMUSP00000022971	10090.ENSMUSP00000019362	0	0	0	0	0	0	0.466	0.173	0.539
Mthfs	Aldh1l1	2107433	2098399	10090.ENSMUSP00000082354	10090.ENSMUSP00000032175	0	0	0	0	0	0	0	0.538	0.538
Cth	Bhmt	2112417	2109573	10090.ENSMUSP00000113672	10090.ENSMUSP00000096912	0.069	0	0	0	0.169	0	0	0.449	0.537
Dkk1	Cdh1	2096415	2093091	10090.ENSMUSP00000025803	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.537	0.537
Wnt8a	Ctnnb1	2094132	2093883	10090.ENSMUSP00000012426	10090.ENSMUSP00000007130	0	0	0	0	0	0.164	0	0.469	0.537
Cdh1	Ccnd2	2093091	2093069	10090.ENSMUSP00000000312	10090.ENSMUSP00000000188	0	0	0	0	0	0.102	0	0.504	0.536
Fpgs	Slc46a1	2097116	2093194	10090.ENSMUSP00000028148	10090.ENSMUSP00000001126	0	0	0	0	0	0	0	0.536	0.536
Csnk1a1	Btrc	2113706	2105396	10090.ENSMUSP00000128871	10090.ENSMUSP00000070728	0	0	0	0	0	0.165	0	0.463	0.533
Frzb	Wnt2	2097203	2094091	10090.ENSMUSP00000028389	10090.ENSMUSP00000010941	0	0	0	0	0	0.204	0	0.435	0.531
Dvl2	Wnt10a	2094637	2093842	10090.ENSMUSP00000019362	10090.ENSMUSP00000006718	0	0	0	0	0	0.232	0	0.413	0.530
Mat2a	Mthfd1l	2107985	2099574	10090.ENSMUSP00000087118	10090.ENSMUSP00000036178	0	0	0	0	0.064	0.108	0	0.483	0.530
Dvl2	Sfrp4	2094637	2093430	10090.ENSMUSP00000019362	10090.ENSMUSP00000002883	0	0	0	0	0	0.270	0	0.383	0.530
Frzb	Wnt6	2097203	2093841	10090.ENSMUSP00000028389	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0	0.434	0.530
Tcf7	Fzd8	2107629	2100231	10090.ENSMUSP00000084055	10090.ENSMUSP00000039660	0	0	0	0	0	0	0	0.529	0.529
Slc19a1	Shmt1	2110682	2094559	10090.ENSMUSP00000101050	10090.ENSMUSP00000018744	0	0	0	0	0.124	0	0	0.484	0.529
Tcf7	Frzb	2107629	2097203	10090.ENSMUSP00000084055	10090.ENSMUSP00000028389	0	0	0	0	0	0	0	0.529	0.529
Ahcyl2	Ahcyl1	2112079	2097534	10090.ENSMUSP00000110897	10090.ENSMUSP00000029490	0	0	0.527	0.986	0	0.525	0	0.207	0.529
Mtr	Folr1	2109768	2093301	10090.ENSMUSP00000097442	10090.ENSMUSP00000001882	0	0	0	0	0	0	0	0.528	0.528
Wnt4	Cdh1	2099636	2093091	10090.ENSMUSP00000036580	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.528	0.528
Cdk4	Cdh1	2093868	2093091	10090.ENSMUSP00000006911	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.527	0.527
Mat2b	Ahcyl1	2101810	2097534	10090.ENSMUSP00000048222	10090.ENSMUSP00000029490	0	0	0	0	0.124	0	0	0.483	0.527
Btrc	Dvl1	2105396	2098025	10090.ENSMUSP00000070728	10090.ENSMUSP00000030948	0	0	0	0	0	0	0	0.527	0.527
Fbxw4	Fbxw2	2099626	2097138	10090.ENSMUSP00000036505	10090.ENSMUSP00000028220	0	0	0	0	0	0	0	0.527	0.527
Mat2a	Shmt1	2107985	2094559	10090.ENSMUSP00000087118	10090.ENSMUSP00000018744	0	0	0	0	0.145	0	0	0.467	0.525
Ctnnb1	Wnt6	2093883	2093841	10090.ENSMUSP00000007130	10090.ENSMUSP00000006716	0	0	0	0	0	0.164	0	0.453	0.523
Tcf7	Wnt11	2107629	2104506	10090.ENSMUSP00000084055	10090.ENSMUSP00000064333	0	0	0	0	0	0.270	0	0.373	0.522
Ctbp1	Ccnd2	2106847	2093069	10090.ENSMUSP00000078682	10090.ENSMUSP00000000188	0	0	0	0	0	0	0.490	0.100	0.521
Sfrp2	Gsk3b	2097579	2095854	10090.ENSMUSP00000029625	10090.ENSMUSP00000023507	0	0	0	0	0	0.196	0	0.428	0.521
Ctbp1	Ccnd3	2106847	2100390	10090.ENSMUSP00000078682	10090.ENSMUSP00000040488	0	0	0	0	0	0	0.490	0.100	0.521
Ctbp2	Ccnd3	2113961	2100390	10090.ENSMUSP00000130294	10090.ENSMUSP00000040488	0	0	0	0	0	0	0.490	0.100	0.521
Apc	Wnt5a	2106775	2104589	10090.ENSMUSP00000078337	10090.ENSMUSP00000064878	0	0	0	0	0	0.138	0.311	0.258	0.520
Mtrr	Tcn2	2100260	2094957	10090.ENSMUSP00000039810	10090.ENSMUSP00000020710	0	0	0	0	0	0	0	0.520	0.520
Mtrr	Mthfd1l	2100260	2099574	10090.ENSMUSP00000039810	10090.ENSMUSP00000036178	0	0	0	0	0.074	0	0	0.502	0.519
Apc	Wnt2	2106775	2094091	10090.ENSMUSP00000078337	10090.ENSMUSP00000010941	0	0	0	0	0	0.138	0.311	0.254	0.518
Gsk3b	Wnt6	2095854	2093841	10090.ENSMUSP00000023507	10090.ENSMUSP00000006716	0	0	0	0	0	0.165	0	0.445	0.517
Fgf4	Wnt6	2103297	2093841	10090.ENSMUSP00000056752	10090.ENSMUSP00000006716	0	0	0	0	0	0.065	0	0.505	0.517
T	Dvl1	2106026	2098025	10090.ENSMUSP00000074236	10090.ENSMUSP00000030948	0	0	0	0	0	0	0	0.514	0.514
Gart	Dnmt1	2095908	2093584	10090.ENSMUSP00000023684	10090.ENSMUSP00000004202	0	0	0	0	0.185	0	0	0.427	0.513
Tle2	Myc	2112862	2095683	10090.ENSMUSP00000121125	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.492	0.082	0.513
Gcsh	Gart	2099753	2095908	10090.ENSMUSP00000037131	10090.ENSMUSP00000023684	0	0	0	0	0.224	0	0	0.394	0.509
Frzb	Dvl2	2097203	2094637	10090.ENSMUSP00000028389	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.354	0.508
Ahcy	Mthfd1	2104120	2095182	10090.ENSMUSP00000061851	10090.ENSMUSP00000021443	0	0	0	0	0.369	0	0	0.251	0.508
Mthfr	Dmgdh	2105247	2100232	10090.ENSMUSP00000069774	10090.ENSMUSP00000039663	0.093	0	0	0	0.139	0	0	0.420	0.507
Sox17	Dkk1	2096773	2096415	10090.ENSMUSP00000027035	10090.ENSMUSP00000025803	0	0	0	0	0	0	0	0.506	0.506
Mthfd1l	Aldh1l1	2099574	2098399	10090.ENSMUSP00000036178	10090.ENSMUSP00000032175	0.069	0	0	0	0.086	0.073	0	0.447	0.505
Btrc	Fbxw4	2105396	2099626	10090.ENSMUSP00000070728	10090.ENSMUSP00000036505	0	0	0	0	0	0	0	0.504	0.504
Mapk8	Axin1	2111593	2105990	10090.ENSMUSP00000107576	10090.ENSMUSP00000073974	0	0	0	0	0	0	0	0.504	0.504
Axin1	Wnt10a	2105990	2093842	10090.ENSMUSP00000073974	10090.ENSMUSP00000006718	0	0	0	0	0	0.108	0	0.466	0.503
Fzd4	Nkd1	2102112	2098988	10090.ENSMUSP00000049852	10090.ENSMUSP00000034086	0	0	0	0	0.113	0.120	0	0.414	0.502
Pygo1	Wnt3	2101082	2093060	10090.ENSMUSP00000044368	10090.ENSMUSP00000000127	0	0	0	0	0	0.266	0	0.350	0.502
